iter	RMSE
918	9.014503383
919	9.007736651
920	8.988443061
921	8.97583905
922	8.934634552
923	8.923347803
924	8.904519726
925	8.896066398
926	8.868083074
927	8.860207296
928	8.85275719
929	8.834201399
930	8.817438915
931	8.807517004
932	8.800419157
933	8.787603215
934	8.767679743
935	8.761255946
936	8.733861471
937	8.728797551
938	8.721056755
939	8.713765954
940	8.706728673
941	8.69688821
942	8.683792336
943	8.657577041
944	8.63978309
945	8.614001335
946	8.607024677
947	8.575030885
948	8.562634567
949	8.554441045
950	8.543239118
951	8.527033458
952	8.52053376
953	8.516629734
954	8.506131978
955	8.488598103
956	8.465991007
957	8.450284483
958	8.446589649
959	8.442659899
960	8.420538434
961	8.410644582
962	8.400356304
963	8.3910911
964	8.382421585
965	8.374304624
966	8.357953898
967	8.343223464
968	8.307487796
969	8.291012914
970	8.262647645
971	8.25211112
972	8.240684054
973	8.218692842
974	8.202157028
975	8.194422547
976	8.180503565
977	8.168782389
978	8.161511313
979	8.154693486
980	8.148325722
981	8.142296213
982	8.1361912
983	8.13223863
984	8.106118502
985	8.097620719
986	8.090340852
987	8.061833486
988	8.055618039
989	8.050040268
990	8.034241113
991	8.024342678
992	7.99669795
993	7.983610005
994	7.973300625
995	7.967206732
996	7.96223946
997	7.932388471
998	7.917312699
999	7.910233719
