iter	Passed	Remaining
167	723	3581
168	726	3571
169	729	3561
170	732	3549
171	735	3538
172	737	3527
173	740	3516
174	743	3506
175	746	3495
176	749	3484
177	752	3473
178	754	3462
179	757	3452
180	761	3443
181	764	3433
182	767	3424
183	769	3414
184	772	3404
185	776	3398
186	779	3387
187	781	3377
188	784	3367
189	787	3357
190	790	3348
191	793	3340
192	796	3332
193	799	3322
194	802	3312
195	805	3303
196	808	3294
197	811	3285
198	814	3276
199	816	3266
200	819	3257
201	822	3249
202	826	3243
203	829	3235
204	832	3228
205	835	3221
206	838	3213
207	842	3208
208	846	3202
209	849	3194
210	852	3186
211	855	3180
212	860	3178
213	863	3171
214	866	3164
215	869	3156
216	873	3151
217	877	3146
218	880	3139
219	883	3132
220	887	3126
221	890	3122
222	894	3115
223	897	3107
224	900	3100
225	903	3094
226	906	3088
227	909	3080
228	912	3073
229	915	3066
230	918	3058
231	922	3053
232	925	3047
233	928	3041
234	932	3034
235	935	3028
236	939	3024
237	943	3020
238	946	3014
239	950	3010
240	954	3007
241	959	3004
242	962	2999
243	966	2994
244	970	2989
245	974	2985
246	977	2979
247	980	2974
248	984	2969
249	988	2965
250	992	2961
251	995	2956
252	999	2951
253	1003	2946
254	1006	2940
255	1009	2933
256	1012	2927
257	1015	2920
258	1018	2915
259	1022	2909
260	1025	2903
261	1028	2897
262	1031	2891
263	1035	2887
264	1038	2880
265	1041	2872
266	1043	2865
267	1047	2860
268	1050	2854
269	1053	2848
270	1056	2842
271	1059	2835
272	1062	2828
273	1065	2824
274	1069	2818
275	1072	2812
276	1075	2807
277	1079	2802
278	1083	2798
279	1085	2792
280	1088	2785
281	1091	2779
282	1094	2774
283	1098	2768
284	1100	2762
285	1103	2756
286	1106	2749
287	1109	2743
288	1114	2741
289	1117	2736
290	1120	2730
291	1123	2724
292	1126	2719
293	1130	2713
294	1133	2708
295	1135	2701
296	1138	2695
297	1141	2689
298	1144	2683
299	1147	2678
300	1150	2672
301	1153	2666
302	1156	2660
303	1161	2659
304	1165	2656
305	1169	2652
306	1172	2647
307	1176	2642
308	1180	2639
309	1183	2634
310	1186	2628
311	1189	2622
312	1192	2617
313	1196	2614
314	1199	2608
315	1202	2602
316	1205	2597
317	1208	2592
318	1211	2587
319	1214	2581
320	1217	2575
321	1221	2571
322	1224	2567
323	1228	2562
324	1231	2557
325	1234	2551
326	1237	2546
327	1240	2540
328	1243	2536
329	1246	2531
330	1249	2526
331	1253	2521
332	1255	2515
333	1259	2511
334	1262	2507
335	1265	2501
336	1269	2496
337	1272	2491
338	1275	2486
339	1279	2483
340	1282	2478
341	1285	2473
342	1288	2467
343	1291	2462
344	1294	2457
345	1297	2451
346	1300	2446
347	1302	2441
348	1306	2436
349	1309	2431
350	1312	2426
351	1315	2421
352	1318	2416
353	1322	2413
354	1325	2408
355	1328	2404
356	1331	2399
357	1334	2393
358	1337	2388
359	1340	2383
360	1343	2378
361	1346	2372
362	1348	2366
363	1351	2362
364	1355	2358
365	1358	2353
366	1361	2348
367	1364	2343
368	1367	2338
369	1371	2335
370	1374	2330
371	1377	2325
372	1380	2320
373	1383	2315
374	1386	2310
375	1389	2305
376	1392	2300
377	1394	2295
378	1397	2290
379	1400	2285
380	1404	2281
381	1407	2276
382	1410	2272
383	1413	2267
384	1416	2262
385	1419	2258
386	1422	2253
387	1425	2248
388	1428	2243
389	1431	2238
390	1434	2234
391	1437	2229
392	1440	2224
393	1442	2219
394	1446	2215
395	1449	2210
396	1452	2206
397	1456	2202
398	1458	2197
399	1462	2193
400	1465	2188
401	1468	2184
402	1471	2179
403	1474	2175
404	1478	2171
405	1482	2168
406	1486	2165
407	1489	2161
408	1492	2157
409	1495	2152
410	1498	2147
411	1502	2143
412	1504	2139
413	1507	2134
414	1510	2129
415	1513	2125
416	1517	2121
417	1520	2117
418	1524	2113
419	1527	2109
420	1531	2105
421	1534	2101
422	1537	2096
423	1540	2092
424	1543	2087
425	1546	2083
426	1549	2079
427	1552	2074
428	1555	2070
429	1558	2065
430	1561	2060
431	1564	2056
432	1567	2052
433	1571	2049
434	1574	2045
435	1578	2041
436	1581	2037
437	1585	2033
438	1588	2029
439	1590	2024
440	1593	2020
441	1597	2016
442	1600	2012
443	1603	2007
444	1606	2003
445	1609	1999
446	1612	1995
447	1616	1991
448	1619	1987
449	1622	1983
450	1626	1979
451	1629	1975
452	1633	1972
453	1636	1967
454	1638	1963
455	1641	1958
456	1645	1954
457	1648	1950
458	1651	1946
459	1654	1941
460	1657	1937
461	1660	1933
462	1663	1929
463	1666	1925
464	1669	1921
465	1672	1917
466	1676	1913
467	1679	1908
468	1682	1904
469	1685	1900
470	1688	1896
471	1691	1892
472	1694	1888
473	1697	1883
474	1700	1879
475	1703	1875
476	1706	1871
477	1709	1867
478	1713	1863
479	1716	1859
480	1719	1855
481	1722	1851
482	1725	1846
483	1728	1842
484	1731	1838
485	1734	1834
486	1737	1830
487	1740	1826
488	1743	1822
489	1747	1818
490	1750	1814
491	1753	1810
492	1756	1806
493	1759	1802
494	1763	1798
495	1766	1794
496	1768	1790
497	1771	1786
498	1775	1782
499	1778	1778
500	1781	1774
501	1784	1770
502	1787	1766
503	1791	1763
504	1795	1759
505	1799	1756
506	1802	1752
507	1806	1749
508	1810	1746
509	1813	1742
510	1816	1738
511	1820	1735
512	1824	1731
513	1827	1728
514	1830	1724
515	1835	1721
516	1839	1718
517	1842	1714
518	1845	1710
519	1849	1707
520	1853	1703
521	1856	1700
522	1860	1696
523	1864	1693
524	1867	1690
525	1871	1686
526	1875	1683
527	1879	1679
528	1882	1676
529	1888	1674
530	1892	1671
531	1896	1668
532	1899	1664
533	1903	1661
534	1907	1658
535	1911	1654
536	1915	1651
537	1919	1648
538	1922	1644
539	1926	1640
540	1929	1637
541	1933	1634
542	1936	1630
543	1940	1626
544	1943	1622
545	1946	1618
546	1951	1616
547	1956	1613
548	1959	1609
549	1963	1606
550	1966	1602
551	1969	1598
552	1972	1594
553	1975	1590
554	1978	1586
555	1981	1581
556	1985	1579
557	1988	1574
558	1991	1570
559	1993	1566
560	1996	1562
561	2000	1558
562	2003	1554
563	2006	1550
564	2009	1547
565	2012	1543
566	2015	1539
567	2018	1535
568	2021	1531
569	2024	1527
570	2027	1523
571	2030	1519
572	2033	1515
573	2036	1511
574	2039	1507
575	2042	1503
576	2045	1499
577	2049	1496
578	2052	1492
579	2056	1489
580	2059	1485
581	2063	1481
582	2066	1478
583	2069	1473
584	2071	1469
585	2075	1465
586	2078	1462
587	2081	1458
588	2084	1454
589	2086	1450
590	2090	1446
591	2093	1442
592	2096	1438
593	2099	1435
594	2102	1431
595	2105	1427
596	2109	1423
597	2112	1420
598	2115	1416
599	2118	1412
600	2120	1407
601	2123	1404
602	2127	1400
603	2130	1396
604	2133	1392
605	2136	1388
606	2138	1384
607	2142	1381
608	2146	1378
609	2150	1374
610	2153	1370
611	2156	1366
612	2159	1363
613	2162	1359
614	2165	1355
615	2168	1352
616	2171	1348
617	2174	1344
618	2178	1340
619	2181	1337
620	2184	1333
621	2188	1329
622	2191	1326
623	2195	1322
624	2198	1319
625	2201	1315
626	2204	1311
627	2208	1308
628	2211	1304
629	2214	1300
630	2217	1296
631	2220	1292
632	2223	1289
633	2226	1285
634	2230	1281
635	2233	1278
636	2236	1274
637	2239	1270
638	2242	1267
639	2246	1263
640	2250	1260
641	2253	1256
642	2256	1252
643	2260	1249
644	2263	1245
645	2266	1241
646	2269	1237
647	2272	1234
648	2275	1230
649	2279	1227
650	2282	1223
651	2285	1219
652	2290	1217
653	2294	1213
654	2296	1209
655	2299	1205
656	2302	1202
657	2306	1198
658	2309	1195
659	2312	1191
660	2315	1187
661	2319	1184
662	2322	1180
663	2325	1176
664	2328	1173
665	2331	1169
666	2334	1165
667	2338	1162
668	2341	1158
669	2344	1154
670	2347	1151
671	2351	1147
672	2354	1144
673	2357	1140
674	2360	1136
675	2364	1133
676	2367	1129
677	2370	1125
678	2373	1122
679	2376	1118
680	2379	1114
681	2382	1110
682	2386	1107
683	2389	1104
684	2392	1100
685	2395	1096
686	2399	1093
687	2403	1089
688	2406	1086
689	2409	1082
690	2413	1079
691	2416	1075
692	2419	1072
693	2423	1068
694	2426	1064
695	2430	1061
696	2433	1057
697	2436	1054
698	2440	1050
699	2443	1047
700	2447	1043
701	2451	1040
702	2455	1037
703	2459	1034
704	2463	1030
705	2468	1027
706	2470	1024
707	2473	1020
708	2477	1016
709	2480	1013
710	2484	1010
711	2488	1006
712	2491	1002
713	2494	999
714	2498	995
715	2501	992
716	2504	988
717	2507	985
718	2510	981
719	2514	977
720	2517	974
721	2520	970
722	2523	966
723	2526	963
724	2529	959
725	2532	955
726	2536	952
727	2539	948
728	2542	945
729	2546	941
730	2550	938
731	2553	935
732	2557	931
733	2560	928
734	2563	924
735	2566	920
736	2569	917
737	2572	913
738	2576	909
739	2579	906
740	2582	902
741	2585	899
742	2588	895
743	2592	892
744	2596	888
745	2599	885
746	2602	881
747	2606	877
748	2609	874
749	2613	871
750	2616	867
751	2618	863
752	2621	860
753	2625	856
754	2628	852
755	2631	849
756	2634	845
757	2638	842
758	2641	838
759	2644	835
760	2647	831
761	2650	827
762	2653	824
763	2656	820
764	2659	816
765	2661	813
766	2664	809
767	2667	805
768	2671	802
769	2674	798
770	2677	795
771	2680	791
772	2684	788
773	2687	784
774	2690	781
775	2693	777
776	2696	773
777	2699	770
778	2702	766
779	2705	763
780	2708	759
781	2711	755
782	2715	752
783	2718	748
784	2721	745
785	2725	741
786	2728	738
787	2731	734
788	2734	731
789	2737	727
790	2741	724
791	2744	720
792	2747	717
793	2750	713
794	2754	710
795	2757	706
796	2760	703
797	2763	699
798	2766	696
799	2769	692
800	2773	688
801	2775	685
802	2778	681
803	2781	678
804	2784	674
805	2787	671
806	2791	667
807	2794	664
808	2797	660
809	2800	656
810	2804	653
811	2807	650
812	2810	646
813	2813	642
814	2816	639
815	2820	636
816	2825	632
817	2828	629
818	2831	625
819	2834	622
820	2838	618
821	2841	615
822	2844	611
823	2847	608
824	2851	604
825	2854	601
826	2858	597
827	2862	594
828	2866	591
829	2870	587
830	2873	584
831	2877	580
832	2880	577
833	2884	574
834	2887	570
835	2892	567
836	2895	563
837	2899	560
838	2902	556
839	2905	553
840	2909	550
841	2912	546
842	2916	543
843	2921	539
844	2924	536
845	2929	533
846	2932	529
847	2935	526
848	2939	522
849	2943	519
850	2947	516
851	2951	512
852	2954	509
853	2957	505
854	2960	502
855	2963	498
856	2966	495
857	2969	491
858	2972	487
859	2975	484
860	2979	480
861	2982	477
862	2985	473
863	2989	470
864	2992	466
865	2995	463
866	2998	459
867	3001	456
868	3004	452
869	3007	449
870	3010	445
871	3013	442
872	3016	438
873	3019	435
874	3022	431
875	3025	428
876	3028	424
877	3032	421
878	3035	417
879	3039	414
880	3042	410
881	3046	407
882	3049	404
883	3052	400
884	3055	397
885	3058	393
886	3061	390
887	3064	386
888	3068	383
889	3071	379
890	3074	376
891	3077	372
892	3080	369
893	3083	365
894	3086	362
895	3090	358
896	3093	355
897	3096	351
898	3099	348
899	3101	344
900	3104	341
901	3108	337
902	3111	334
903	3114	330
904	3117	327
905	3119	323
906	3123	320
907	3126	316
908	3131	313
909	3134	310
910	3137	306
911	3140	303
912	3144	299
913	3147	296
914	3149	292
915	3152	289
916	3155	285
917	3159	282
918	3162	278
919	3165	275
920	3168	271
921	3173	268
922	3176	265
923	3179	261
924	3182	258
925	3185	254
926	3188	251
927	3191	247
928	3194	244
929	3197	240
930	3200	237
931	3203	233
932	3206	230
933	3210	226
934	3213	223
935	3216	219
936	3220	216
937	3224	213
938	3227	209
939	3231	206
940	3234	202
941	3237	199
942	3240	195
943	3243	192
944	3246	188
945	3249	185
946	3252	182
947	3256	178
948	3259	175
949	3262	171
950	3265	168
951	3269	164
952	3272	161
953	3276	157
954	3279	154
955	3282	151
956	3285	147
957	3289	144
958	3292	140
959	3296	137
960	3299	133
961	3303	130
962	3306	127
963	3309	123
964	3313	120
965	3316	116
966	3320	113
967	3323	109
968	3326	106
969	3330	103
970	3334	99
971	3338	96
972	3342	92
973	3345	89
974	3350	85
975	3353	82
976	3357	79
977	3360	75
978	3364	72
979	3368	68
980	3372	65
981	3376	61
982	3380	58
983	3384	55
984	3388	51
985	3391	48
986	3395	44
987	3399	41
988	3402	37
989	3406	34
990	3410	30
991	3414	27
992	3418	24
993	3423	20
994	3427	17
995	3431	13
996	3435	10
997	3439	6
998	3443	3
999	3448	0
